"","UniqueID","submission_year","target","TrainVal","Long_1","Long_2","Long_3","Long_4","Long_5","Long_6","Long_7","Long_8","Long_9","Long_10","Short_1","Short_2","Short_3","Short_4","Short_5","Short_6","Short_7","Short_8","Short_9","Short_10"
"858","427JOF",2015,0,"Val_40",4900,0,9273,318,88,2,18,0,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"859","528UQJ",2015,0,"Val_40",4600,2,0,543,10,2,18,3253,4,20000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"860","112KGB",2015,0,"Val_40",200,1,971,310,30,3,10,22402,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"861","883NLV",2015,0,"Val_40",3900,2,0,25,12,4.5,21,12962,4,2762,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"862","323RQT",2015,1,"Train_60",500,3,0,87,126,7,4,2432,4,-10000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"863","884YXZ",2015,0,"Val_40",2800,4,0,201,23,7,21,22702,4,6372,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"864","453XIH",2015,1,"Train_60",1300,1,0,227,0,3,16,9075,3,-543,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"865","045RRY",2015,0,"Train_60",1300,8,0,155,41,2,5,16704,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"866","031POK",2015,1,"Train_60",200,3,0,500,6,13.5,11,36248,6,4309,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"867","992WSD",2015,0,"Val_40",3900,7,0,179,139,10,16,79116,5,-107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"868","767ASN",2015,0,"Val_40",2500,8,0,56,24,9,27,4078,7,31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"869","845MAM",2015,0,"Train_60",3900,1,0,168,33,4,13,41175,2,-13,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"870","198TCD",2015,1,"Train_60",5700,3,3278,273,103,0,53,49366,4,-151,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"871","336PIU",2015,0,"Train_60",2000,3,0,442,117,6,5,2855,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"872","791XHW",2015,1,"Val_40",2300,0,0,269,0,14,25,9163,4,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"873","513VZF",2015,0,"Val_40",700,1,0,142,10,2.5,19,21088,3,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"874","989YJF",2015,0,"Val_40",1600,8,0,267,49,15,7,1113,5,-10000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"875","399OQP",2015,0,"Train_60",1800,1,0,250,0,6,17,1345,4,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"876","447MYS",2015,1,"Val_40",400,6,0,203,99,31,15,19519,6,1491,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"877","420HKK",2015,0,"Val_40",300,5,0,236,62,9,4,66623,2,-259,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"878","139CBU",2015,0,"Train_60",2300,0,0,90,0,2,13,93557,2,-1403,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"879","328VHZ",2015,1,"Train_60",500,2,0,387,117,11,3,86344,4,-36,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"880","294GTY",2015,0,"Val_40",1700,3,0,252,176,7,14,131,1,4702,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"881","941TPY",2015,1,"Train_60",1900,7,12857,163,74,8,53,29692,4,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"882","293VHZ",2015,0,"Val_40",3600,3,0,226,0,13,21,34574,3,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"883","388PCE",2015,0,"Val_40",2800,2,1316,358,155,4,41,3534,3,-1405,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"884","415CGZ",2015,1,"Train_60",200,6,0,302,33,14,1,11395,9,2780,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"885","625TFG",2015,1,"Val_40",3400,0,0,166,75,4,13,34658,3,805,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"886","298KXU",2015,1,"Train_60",700,4,0,226,35,14,12,2703,4,-170,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"887","268ZFR",2015,0,"Train_60",400,5,9000,397,218,18,2,85949,5,73,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"888","082XUD",2015,0,"Train_60",3600,4,0,127,152,13,22,30353,5,7496,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"889","005XFS",2015,0,"Val_40",2300,0,0,109,0,3,18,13814,0,-2767,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"890","004NYI",2015,0,"Train_60",6000,4,8032,127,28,6,29,18787,3,955,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"891","111YOL",2015,0,"Val_40",2600,2,0,1,55,2,58,0,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"892","172HTN",2015,0,"Val_40",2400,1,7632,444,25,6,70,20071,3,-56,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"893","606RZW",2015,1,"Val_40",1700,0,0,187,0,13,10,42263,3,20000,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"894","797RZW",2015,0,"Train_60",100,5,0,279,106,13,4,121698,4,4510,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"895","571BUA",2015,0,"Train_60",2200,4,0,204,8,8,55,9175,4,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"896","205MBK",2015,0,"Train_60",6200,1,0,202,134,6,41,10990,4,85,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"897","194LZD",2015,0,"Train_60",2300,0,0,126,0,4,13,184,3,-895,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"898","271YLT",2015,1,"Train_60",2300,3,0,228,0,7.5,12,355,5,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"899","707VSK",2015,0,"Val_40",1100,0,0,190,0,6,25,54199,2,1092,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"900","483OTZ",2015,0,"Train_60",2800,1,0,110,21,2,40,24211,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"901","078UED",2015,0,"Train_60",4000,3,0,190,23,5,20,2057,2,-377,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"902","890CPM",2015,0,"Val_40",200,3,0,425,157,7,1,96824,3,-2333,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"903","738FRV",2015,0,"Train_60",4100,2,0,297,5,4,15,28136,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"904","212JTJ",2015,0,"Train_60",6800,0,3799,272,226,1,34,2044,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"905","301UCC",2015,0,"Train_60",3200,6,9370,180,76,16,7,1369,4,-877,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"906","793KCU",2015,0,"Train_60",3800,10,0,353,174,6,7,6685,3,-6561,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"907","844BMG",2015,0,"Train_60",200,4,0,287,26,7,6,3428,3,-5930,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"908","826WCT",2015,0,"Val_40",3100,1,0,390,10,4,10,6926,1,519,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"909","988OVH",2015,0,"Train_60",1200,6,0,98,0,21,5,1788,7,-1568,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"910","591XDR",2015,0,"Train_60",1200,2,0,334,0,4.5,8,80862,3,-895,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"911","024UVG",2015,0,"Train_60",400,7,0,125,5,4,20,1366,3,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"912","386XNY",2015,1,"Train_60",6300,3,0,352,19,16,48,51852,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"913","407YTL",2015,1,"Val_40",200,2,0,261,176,3,0,202530,3,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"914","489BJP",2015,0,"Train_60",1900,4,0,136,186,9,7,21402,3,1057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"915","799ISE",2015,1,"Val_40",1000,0,0,440,57,2.5,26,0,45,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"916","221IZR",2015,0,"Val_40",100,2,0,303,7,10,7,7021,4,144,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"917","602DBM",2015,0,"Val_40",1800,1,0,343,0,13,12,266,6,5703,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"918","394JIG",2015,0,"Val_40",1600,3,0,48,0,4,21,1958,2,-10000,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"919","398ORS",2015,0,"Train_60",6300,2,0,349,40,5,9,39299,6,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"920","946STK",2015,0,"Train_60",300,1,0,138,47,2.5,17,14534,3,-2261,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"921","646GLZ",2015,0,"Val_40",100,1,0,191,45,3,5,849,3,-417,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"922","822CMT",2015,1,"Train_60",3600,2,0,140,16,11,15,74610,3,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"923","078SZQ",2015,1,"Train_60",1600,0,0,157,0,4,7,0,1,245,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"924","893AOB",2015,0,"Train_60",4300,4,0,256,254,8,49,22706,4,2402,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"925","359YYH",2015,1,"Train_60",6100,6,0,157,6,16,15,7934,5,-418,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"926","265BCP",2015,0,"Train_60",2300,5,0,112,0,22,22,3220,8,-71,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"927","037GCR",2015,1,"Val_40",900,0,0,177,145,2,49,414,5,-342,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"928","702YKV",2015,0,"Train_60",4400,2,9959,4,5,18,27,7175,7,-144,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"929","843DOG",2015,1,"Train_60",4700,1,7551,243,6,7,21,0,4,-636,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"930","382SPE",2015,0,"Train_60",500,1,0,189,116,1,19,7694,2,-3395,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"931","711XNP",2015,0,"Train_60",4400,4,1822,109,9,2,13,4278,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"932","148LTX",2015,0,"Val_40",800,4,0,150,0,8,11,10641,4,6008,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"933","438MEM",2015,1,"Train_60",200,0,0,315,20,0,8,1199,2,-837,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"934","517ZYF",2015,0,"Val_40",1600,2,0,124,8,8,18,1043,4,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"935","692HSU",2015,0,"Train_60",100,5,0,173,65,9,2,292,5,606,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"936","295TCI",2015,1,"Train_60",900,2,9993,284,47,12,11,2909,8,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"937","060JBQ",2015,0,"Val_40",1200,0,0,151,0,3,11,0,4,1170,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"938","481KLN",2015,0,"Train_60",1200,2,0,233,41,6,24,37968,5,664,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"939","608JBO",2015,0,"Train_60",2000,6,0,134,88,3,8,492,3,-196,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"940","010XZN",2015,0,"Val_40",1800,3,0,247,0,1,15,11602,2,-124,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"941","490MNP",2015,0,"Val_40",8600,0,61,192,1,8,67,0,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"942","712XWW",2015,0,"Train_60",800,2,0,329,0,6,4,394403,4,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"943","955QGL",2015,1,"Val_40",100,11,9953,258,72,29,9,49364,8,-7150,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"944","176JQB",2015,0,"Train_60",4000,1,0,292,13,0,20,15343,1,20,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"945","106WGM",2015,1,"Train_60",1500,4,0,219,22,7,43,49249,4,1829,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"946","876RZD",2015,0,"Train_60",8800,1,8280,409,5,6,36,3903,4,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"947","429GUB",2015,1,"Val_40",5300,11,0,274,80,11,57,1120,6,-3509,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"948","357RFA",2015,0,"Val_40",900,3,0,330,203,16,11,159248,4,-8961,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"949","724VEQ",2015,0,"Train_60",1600,2,0,421,147,14,15,50710,5,-175,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"950","110JIG",2015,0,"Train_60",900,7,7316,111,77,14,10,32760,7,1944,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"951","856WGK",2015,0,"Val_40",700,1,2294,268,152,1,8,68560,2,-10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"952","764MYT",2015,0,"Val_40",1600,4,0,130,0,11,12,12113,7,-365,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"953","287ZBL",2015,1,"Train_60",2300,19,10000,131,11,17,12,9678,9,1171,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"954","690VFK",2015,0,"Val_40",1600,9,0,257,11,3,34,2921,2,-35,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"955","281WKI",2015,1,"Train_60",2300,1,0,396,0,2,7,49322,2,68,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"956","078IHT",2015,0,"Train_60",2300,6,0,52,1,3,24,20114,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"957","763KPC",2015,0,"Train_60",1300,6,0,235,0,12,8,17943,7,-4871,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"958","966VEZ",2015,1,"Train_60",700,1,0,126,53,1,2,3104,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"959","238TWF",2015,0,"Train_60",3500,3,0,209,0,0,26,107141,2,459,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"960","681BNY",2015,0,"Val_40",9900,7,0,228,141,2,69,115897,4,-642,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"961","454PJW",2015,0,"Train_60",1200,1,0,244,0,1,21,3647,6,-104,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"962","293QRR",2015,0,"Val_40",1300,1,0,230,6,0,11,12783,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"963","465JCY",2015,0,"Train_60",1400,4,0,361,0,4,15,2320,3,832,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"964","265OYM",2015,0,"Train_60",3200,3,0,231,325,3,5,37154,2,-77,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"965","848RTO",2015,0,"Train_60",2600,2,0,495,18,1.5,41,11611,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"966","568UQE",2015,0,"Train_60",1900,0,0,351,175,4.5,3,26247,4,-6507,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"967","733RQG",2015,1,"Train_60",2600,3,0,186,19,8.5,17,19690,5,58,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"968","039XHK",2015,0,"Train_60",5600,3,0,198,48,1,85,10228,2,4973,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"969","031OWG",2015,0,"Val_40",8300,6,2859,208,136,9,38,647,9,419,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"970","294SMA",2015,0,"Train_60",600,8,0,244,87,5,5,0,5,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"971","177MZM",2015,0,"Train_60",1100,2,10054,186,94,1,11,6870,2,-2785,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"972","370XZR",2015,1,"Val_40",1900,3,0,240,114,10,6,4051,6,-41,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"973","635KES",2015,0,"Train_60",2300,0,0,446,0,0,9,8844,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"974","443XTP",2015,0,"Train_60",400,1,0,104,38,1,7,0,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"975","952TSO",2015,0,"Val_40",3900,4,6555,153,8,6,25,2815,4,-302,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"976","009QQI",2015,0,"Val_40",1000,8,0,231,38,8.5,3,2112,4,-1743,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"977","182DAY",2015,0,"Val_40",1500,2,0,166,64,1,39,26876,2,-59,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"978","720MTK",2015,0,"Train_60",1500,0,0,154,21,10,7,8166,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"979","402WVZ",2015,0,"Train_60",200,1,0,447,470,3,0,103768,2,-241,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"980","975ZKM",2015,0,"Val_40",3200,3,8146,402,132,1,5,1310,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"981","199IXS",2015,0,"Train_60",1700,3,0,146,0,1,14,16631,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"982","772QRL",2015,0,"Train_60",1100,5,7547,165,4,3,20,4536,3,2870,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"983","310ZZE",2015,1,"Train_60",400,0,0,198,8,1,11,14668,4,-545,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"984","936VOE",2015,0,"Train_60",300,4,0,701,43,9.5,21,112393,6,-502,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"985","554SDK",2015,0,"Val_40",3000,1,0,272,116,2,53,16523,3,7702,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"986","928FEL",2015,0,"Val_40",800,1,0,209,49,2,10,753,3,-986,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"987","614UPM",2015,0,"Val_40",1100,0,0,139,0,1,10,27537,3,-1974,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"988","953VHY",2015,0,"Val_40",2300,3,0,304,66,1,35,2313,2,-1673,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"989","181XAT",2015,0,"Train_60",4100,0,0,116,8,4,34,2458,4,1924,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"990","478WWO",2015,0,"Train_60",2300,4,0,159,106,10,11,881,6,-151,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"991","179BXL",2015,0,"Val_40",7200,8,0,465,192,2,54,30431,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"992","467OUN",2015,0,"Val_40",3200,4,0,234,64,12,0,335,6,1250,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"993","562MPD",2015,0,"Val_40",3400,4,0,155,4,5,28,7484,3,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"994","127YWS",2015,0,"Train_60",2300,2,0,438,0,0.5,10,56172,2,431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"995","393ZVP",2015,1,"Train_60",1700,1,0,183,0,3,18,0,3,-2315,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"996","685ZLR",2015,1,"Train_60",1600,0,0,355,18,6.5,18,5154,4,151,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"997","373JBO",2015,0,"Val_40",1000,2,0,420,219,7,10,30663,4,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"998","645ZEP",2015,1,"Val_40",1900,6,3093,314,6,3,29,8911,3,-537,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"999","300NVO",2015,1,"Train_60",6800,5,0,214,90,1,34,20173,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1000","142AYI",2015,0,"Train_60",1600,3,0,136,19,2,30,0,2,3627,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1001","811ZWE",2015,1,"Train_60",1500,5,0,290,0,10,9,87989,5,7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1002","550NLE",2015,0,"Train_60",400,4,0,441,18,0,13,15858,1,-712,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1003","283YZA",2015,0,"Train_60",5500,2,0,253,149,2,13,0,5,-421,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1004","021WZE",2015,0,"Val_40",200,0,0,323,0,1,17,81665,2,3758,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1005","388EEH",2015,0,"Val_40",3900,1,0,155,42,5,13,1183,5,5723,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1006","459RKI",2015,1,"Train_60",9700,0,0,235,1,5,15,6312,3,-45,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1007","427CDJ",2015,0,"Train_60",2900,0,0,28,0,5,20,1058,4,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1008","076REM",2015,0,"Train_60",2700,6,0,119,2,12,11,1251,5,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
